id,naslov,cena,velikost,prodajalec,leto,nadstropje
6010372,"LJ. VIÈ, TRŽAŠKA CESTA",100000.0,35.0,Zasebna ponudba,2006,3
6053088,LJ. ŠIŠKA,100000.0,56.7,"Stoja trade, d.o.o., Ljubljana",2009,P+1
6039320,"LJ. MOSTE, BLIŽINA UKC",99000.0,47.0,Pogodba nepremiènine in pravno svetovanje d.o.o.,1927,1
6029758,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",99000.0,71.2,Rojal invest d.o.o.,1961,P
6051928,"LJ. BEŽIGRAD, BS3",99000.0,40.0,MESTO NEPREMIÈNIN d.o.o.,1982,15
6056870,LJ. BEŽIGRAD,99000.0,52.0,MESTO NEPREMIÈNIN d.o.o.,1939,PK
6059838,LJ. ŠIŠKA,99000.0,54.0,Roni nepremiènine d.o.o.,1906,M
6058135,LJ. ŠIŠKA,99000.0,66.0,Eventum d.o.o.,1933,VP
6011790,VIŽMARJE,99000.0,43.6,Zasebna ponudba,2006,1
6011278,"LJ. ŠIŠKA, ZGORNJA",98500.0,41.3,MESTO NEPREMIÈNIN d.o.o.,1960,P
6057764,VEVÈE,98000.0,58.2,Viping d.o.o.,2010,M
6060804,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠÈAD",98000.0,41.0,REGROUP d.o.o.,1978,8
6045453,"LJ. CENTER, BEETHOVNOVA ULICA, POLKLETNO",98000.0,63.0,Zasebna ponudba,1927,PK
6053699,LJ. ŠIŠKA,96700.0,51.8,"Stoja trade, d.o.o., Ljubljana",2009,4
6059818,"LJ. BEŽIGRAD, PARMOVA CESTA",96000.0,52.9,ARS-T d.o.o.,1940,PK
6056424,LJ. BEŽIGRAD,96000.0,52.0,Mreža nepremiènin d.o.o.,1940,PK
6060314,"LJ. MOSTE, ŠTEPANJSKO NASELJE",94900.0,40.8,Feniks nepremiènine d.o.o.,1976,1
6016590,"LJ. MOSTE, ZALOG",94000.0,53.3,Lares nepremièninska družba d.o.o.,2007,1
6058170,"ÈRNUŠKA GMAJNA, POLANŠKOVA ULICA",94000.0,44.4,Zasebna ponudba,1988,3
6010176,"LJ. MOSTE, ŠTEPANJSKO NASELJE",92000.0,37.43,MESTO NEPREMIÈNIN d.o.o.,1975,VP
6046169,"TRNOVO, TRNOVSKI PRISTAN",92000.0,35.0,Zasebna ponudba,1918,P
6054557,ÈRNUÈE,92000.0,35.4,Zasebna ponudba,1988,2
6060672,"LJ. BEŽIGRAD, DUNAJSKA CESTA 113",91800.0,36.0,Borza nepremiènin d.o.o.,1991,1
5914852,"LJ. ŠIŠKA, ZGORNJA",91000.0,91.0,LJUBLJANA NEPREMIÈNINE d.o.o.,1940,PK
6043043,"LJ. MOSTE, ZALOŠKA CESTA",90000.0,50.0,Kristal nepremiènine d.o.o.,1912,3
6055731,ÈRNUÈE,90000.0,58.0,Roni nepremiènine d.o.o.,1900,P
6054057,LJ. ŠIŠKA,90000.0,38.1,"STAN nepremiènine d.o.o., Ljubljana",2011,VP
6040067,"LJ. ŠIŠKA, TUGOMERJEVA",90000.0,38.1,"Vifras d.o.o., nepremiènine",2011,VP
6058100,LJ. BEŽIGRAD,90000.0,36.4,MESTO NEPREMIÈNIN d.o.o.,1969,3
6058870,"LJ. BEŽIGRAD, ODLICNA LOKACIJA",90000.0,38.0,"MA - nepremièninska družba, Marko Aliè s.p.",1969,3
6059059,"LJ. BEŽIGRAD, ÈRTOMIROVA UL.",90000.0,37.8,Svet RE d.o.o.,1969,3
5962792,"BROD, ODLIÈNA LOKACIJA",90000.0,46.72,"REMAX Vogal, Nepremièninska družba, d.o.o.",2009,ni podatka
6061094,LJ. ŠIŠKA,90000.0,38.1,"Nepremiènine M8, Lea Kavaliè s.p.",1964,VP
6054533,"SAVSKO NASELJE, BEŽIGRAD",90000.0,32.0,Zasebna ponudba,1958,5
6058379,"LJ. MOSTE, ZADOBROVA, CESTA NA JEŽAH",90000.0,63.0,Zasebna ponudba,2010,P
6036552,"LJ. ŠIŠKA, TRG KOMANDANTA STANETA",90000.0,33.4,ABC nepremiènine d.o.o.,1970,ni podatka
6044011,"LJ. BEŽIGRAD, ÈRNUÈE",89000.0,42.0,ALEA nepremièninska družba d.o.o.,1973,VP
6047326,ŠMARTNO POD ŠMARNO GORO,89000.0,55.0,MESTO NEPREMIÈNIN d.o.o.,1950,M
5910432,LJ. CENTER,89000.0,36.0,HIP KA d.o.o.,1964,VP
6050425,"LJ. CENTER, PRULE",89000.0,32.7,"STAN nepremiènine d.o.o., Ljubljana",1960,4
6052177,"LJ. ŠIŠKA, - SPODNJA",89000.0,25.9,MESTO NEPREMIÈNIN d.o.o.,1968,9
6053809,"LJ. CENTER, NASPROTI RTV",89000.0,24.0,Arcimboldo d.o.o.,1956,5
6056862,LJ. MOSTE,89000.0,30.2,MESTO NEPREMIÈNIN d.o.o.,1961,4
6057017,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",89000.0,38.0,Zasebna ponudba,1969,3
6057008,"LJ. VIÈ, POKLUKARJEVA",89000.0,42.8,ABC nepremiènine d.o.o.,1974,4
6048442,"LJ. ŠIŠKA, NA JAMI",89000.0,26.8,ABC nepremiènine d.o.o.,1968,ni podatka
6054633,"TACEN, ŠMARTNO, BREZ PROVIZIJE ZA KUPCA",89000.0,68.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",1950,M
6053666,"LJ. ŠIŠKA, ULICA BRATOV BABNIK",88900.0,31.0,Zasebna ponudba,1984,1
5967393,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",88130.0,41.79,LIN nepremiènine d.o.o.,2017,2
6056964,"ZG. ŠIŠKA, NA JAMI",88000.0,46.0,Blok 5 d.o.o.,1938,PK
5967396,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",87770.0,40.82,LIN nepremiènine d.o.o.,2017,3
6051163,"LJ. VIÈ, RUDNIK",87000.0,41.9,"STAN nepremiènine d.o.o., Ljubljana",2007,P
6061340,"LJ. VIÈ, IŽANSKA CESTA",87000.0,55.8,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota",2007,1
6034519,VODMAT,87000.0,35.0,Zasebna ponudba,1963,1
5898257,ROŽNA DOLINA,86000.0,43.6,"Branik prvi d.o.o., nepremiènine bios",1940,PK
6060679,SOSTRO,86000.0,55.0,Zasebna ponudba,2008,P
5924595,"LJ. MOSTE, ZALOG",85600.0,40.0,"Branik prvi d.o.o., nepremiènine bios",2008,P
5915263,ZALOG,85600.0,40.0,"Branik prvi d.o.o., nepremiènine bios",2008,ni podatka
6043946,"LJ. MOSTE, FUŽINE",85000.0,33.6,EvroN d.o.o.,1988,3
6038663,LJ. CENTER,85000.0,30.37,Re-Domus nepremièninska družba d.o.o.,2008,M
5990733,DOBRUNJE,85000.0,52.3,DVOREC POSREDNIŠKA HIŠA d.o.o.,1928,P
6054091,"LJ. ŠIŠKA, CELOVŠKI DVORI",85000.0,46.0,Zasebna ponudba,2010,1
6059832,DRAVLJE,84500.0,32.5,"MP PROJEKT, d.o.o., PE Ljubljana",1983,9
6058626,"DRAVLJE, CELOVŠKA",84500.0,32.0,Zasebna ponudba,1984,10
6060424,DRAVLJE,84500.0,32.0,Mreža nepremiènin d.o.o.,1984,10
6058608,"ZG. ŠIŠKA, LJ. BRILEJEVA",84000.0,29.38,Zasebna ponudba,1984,9
6061108,"VODMAT, BLIZU KLINIÈNEGA CENTRA",84000.0,25.0,Zasebna ponudba,1961,4
6035292,"LJ. MOSTE, POLJE - SNEBERJE",83000.0,41.3,"Livo d.o.o., PE nepremièninsko posredovanje",1965,1
6022819,"RUDNIK, DOLENJSKA CESTA",82000.0,85.0,Rojal invest d.o.o.,1933,ni podatka
6015435,LJ. ŠIŠKA,82000.0,40.0,Agencija Jakkra-n d.o.o.,1931,1
6058513,TRNOVO,82000.0,40.0,LJUBLJANA NEPREMIÈNINE d.o.o.,1919,2
6054304,"LJ. ŠIŠKA, VODNIKOVA CESTA 259",82000.0,25.0,Zasebna ponudba,2007,P
6042487,"LJ. CENTER, STRELIŠKA ULICA 1 A",82000.0,28.69,Zasebna ponudba,1980,ni podatka
6055876,"DRAVLJE, NASPROTI MERCATOR CENTRA ŠIŠKA",82000.0,31.0,Zasebna ponudba,1982,3
6057110,LJ. VIÈ,81000.0,27.0,Zasebna ponudba,1965,4
6054932,POLJE,81000.0,30.0,Zasebna ponudba,2015,1
6038854,"LJ. MOSTE, V BLIŽINI KLINIÈNEGA CENTRA",79500.0,74.95,Makra as Marko Krajner s.p.,1960,PK
6054771,LJ. ŠIŠKA,79500.0,36.6,"Stoja trade, d.o.o., Ljubljana",2009,5
6025792,"LJ. MOSTE, ŠTEP. NASELJE, JAKÈEVA ULICA",79000.0,28.8,"Visa d.o.o., Ljubljana",1978,7
5991810,"LJ. ŠIŠKA, KOSEZE - TERASASTI BLOKI",79000.0,33.1,Akcent d.o.o. Ljubljana,1974,3
5941263,"LJ. ŠIŠKA, KOSEZE, TERASASTI BLOKI",79000.0,33.1,Akcent d.o.o. Ljubljana,1974,3
6059962,"LJ. BEŽIGRAD, NASPROTI FAKULTET",79000.0,26.0,ALEA nepremièninska družba d.o.o.,1966,4
6057417,"BRINJE, BEŽIGRAD",79000.0,25.0,Zasebna ponudba,1966,4
6016440,POLJE,78000.0,39.3,Zasebna ponudba,1998,P
6060661,"POLJE, CESTA XII/2",78000.0,29.5,Zasebna ponudba,1973,4
6035237,"LJ. ŠIŠKA, CELOVŠKA CESTA",77000.0,28.0,Agencija Jakkra-n d.o.o.,1974,7
6041038,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.0,27.0,PAK INVEST d.o.o.,1978,13
6048318,"LJ. MOSTE, ŠTEPANJSKO NASELJE",77000.0,27.0,PAK INVEST d.o.o.,1978,13
6060319,"LJ. ŠIŠKA, CELOVŠKA CESTA",75000.0,26.9,Rojal invest d.o.o.,1968,2
6060020,"BRINJE, BEŽIGRAD",75000.0,26.0,Zasebna ponudba,1969,3
6041722,NOVE FUŽINE,74000.0,30.24,Zasebna ponudba,1981,3
6056984,"LJ. MOSTE, POLJE",73000.0,29.0,MESTO NEPREMIÈNIN d.o.o.,1974,4
6053916,"ŠTEPANJSKO NASELJE, BLIŽINA VRTCA OTONA ZUPANÈIÈA",73000.0,26.6,"Stoja trade, d.o.o., Ljubljana",1914,1
6059181,POLJE,73000.0,30.0,Mreža nepremiènin d.o.o.,1974,4
6049878,"LJ. ŠIŠKA, VIŽMARJE",72500.0,39.0,Svet RE d.o.o.,2009,M
5995936,"LJ. ŠIŠKA, TACEN",72000.0,55.3,MESTO NEPREMIÈNIN d.o.o.,1920,1
6059257,"LJ. MOSTE, POLJE, CESTA VI/10",71000.0,30.0,Vizija Mojca Poglajen s.p.,1976,4
6058946,POLJE,71000.0,30.0,Zasebna ponudba,1976,4
6058342,"ÈRNUÈE, SPODNJE",70000.0,25.0,Zasebna ponudba,2008,5
5417407,VEVÈE,69000.0,25.0,"Komfort skupina d.o.o., nepremiènine",2001,2
6054776,LJ. ŠIŠKA,68200.0,26.9,"Stoja trade, d.o.o., Ljubljana",2009,P
6053698,LJ. ŠIŠKA,68200.0,26.9,"Stoja trade, d.o.o., Ljubljana",2009,P
6033485,"LJ. ŠIŠKA, ANDREAŠEVA ULICA 8",68000.0,26.4,Zasebna ponudba,1996,3
6035718,"LJ. ŠIŠKA, ANDREAŠEVA",68000.0,26.0,ABC nepremiènine d.o.o.,1996,ni podatka
6061242,"LJ. CENTER, KOLODVORSKA",68000.0,24.1,ABC nepremiènine d.o.o.,1900,ni podatka
6019194,"KOSEZE, PODUTIŠKA CESTA",67000.0,33.0,APN d.o.o.,1972,1
6056472,"LJ. CENTER, KOMENSKEGA",67000.0,24.0,ABC nepremiènine d.o.o.,1954,ni podatka
6049768,LJ. ŠIŠKA,65000.0,26.6,"REMAX Vogal, Nepremièninska družba, d.o.o.",1913,PK
6059891,LJ. ŠIŠKA,65000.0,26.5,"Livo d.o.o., PE nepremièninsko posredovanje",1913,PK
6047362,SP. ŠIŠKA,65000.0,26.6,Zasebna ponudba,2005,PK
6012237,LJ. MOSTE,64000.0,34.0,"Visa d.o.o., Ljubljana",1963,9
6059132,"LJ. ŠIŠKA, ZAÈETEK VODNIKOVE",63900.0,20.5,AGAN d.o.o.,1966,1
6054774,LJ. ŠIŠKA,62600.0,24.7,"Stoja trade, d.o.o., Ljubljana",2009,6
6053695,LJ. ŠIŠKA,61900.0,26.4,"Stoja trade, d.o.o., Ljubljana",2009,5
6054773,LJ. ŠIŠKA,61700.0,26.4,"Stoja trade, d.o.o., Ljubljana",2009,4
6019394,ÈRNUÈE,60000.0,27.5,"Nepremiènine KLEMENÈIÈ, Borut Klemenèiè Hoèevar s.p.",1982,2
6044374,"LJ. MOSTE, ZALOG",59500.0,33.6,Zasebna ponudba,2000,2
6039554,"LJ. ŠIŠKA, GRUDNOVA",59000.0,34.7,Svet RE d.o.o.,2009,M
5932572,"LJ. MOSTE, DOBRUNJE, JAVOR",59000.0,38.0,Mikljiè-Hribar Company d.o.o.,1950,P
6057037,"LJ. MOSTE, ŠTEPANJSKO NASELJE, STELETOVA",58000.0,22.0,Agencija Jakkra-n d.o.o.,1976,ni podatka
6027327,DRAVLJE,47000.0,21.5,"REMAX Vogal, Nepremièninska družba, d.o.o.",1983,4
6055450,"POLJANE, POLJANSKA 54",46000.0,37.3,Raiffeisenbank Eberndorf reg. Gen.m.b.H.,1896,2
6058118,DRAVLJE,45000.0,19.2,"MA - nepremièninska družba, Marko Aliè s.p.",1983,2
6052399,"DRAVLJE, CELOVŠKA CESTA BIVŠI HOTEL LIPA",45000.0,19.2,Zasebna ponudba,1983,2
6061600,LJ. ŠIŠKA,45000.0,32.8,LGP d.o.o.,1965,5
6050086,LJ. ŠIŠKA,42000.0,20.5,DVOREC POSREDNIŠKA HIŠA d.o.o.,1933,PK
6029756,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",37000.0,19.7,Rojal invest d.o.o.,1961,M
6054902,POLJE,33000.0,39.0,Zasebna ponudba,1935,PK
6051293,"RUDNIK, VIÈ, IŽANSKA CESTA, ""VIÈ",32000.0,8.0,Zasebna ponudba,2004,1
6046985,LJ. MOSTE,28000.0,14.0,Zasebna ponudba,1730,4
6053946,LJ. MOSTE,22000.0,10.0,Zasebna ponudba,2000,ni podatka
6056847,"LJ. CENTER, PARK TIVOLI",18000.0,8.0,Zasebna ponudba,1985,5
6026366,"LJ. ŠIŠKA, ALEŠOVÈEVA ULICA",16000.0,7.3,Rojal invest d.o.o.,1961,K
